country,educationalLevel,region,name,hasCCAS,about,websites,websitesLabel,adoptionYear,mechanisms,listLength,participatingInstitutions,priorities,latitude,longitude,gobVerified
HUN,secondary,Europe & central Asia,Hungary,1.0,"Enrollment into secondary schools has been organized at the national level via a coordinated system. Students may supply preference lists of any length. Schools also rank applicants and this ranking is based on grades from the primary school, entrance exams (organized by the schools) and interviews. The weight of each score is decided by the school, under some constraints given in the regulation.",[oktatas.hu/hivatali_ugyek],[oktatas.hu/hivatali_ugyek],2000.0,[da],[Unlimited],[all],[academic],47.1817585,19.5060937,0
HUN,primary,Europe & central Asia,Hungary,0.0,This country lacks a coordinated system.,,,,,,,,47.1817585,19.5060937,0
IDN,secondary,East Asia & Pacific,Indonesia,1.0,The high school admission system (called PPDB) is coordinated at the city level. Systems tend to have 4 channels. Zoning path: for students living in the school zone. Achievement path: prioritize students based on academic performance. Parent transfer path: for students not living in the school zone. Affirmative path: for students who come from economically disadvantaged families.,"[http://ppdb.bandung.go.id/, https://daftar.ppdb.bandung.go.id/,https://ppdb.jakarta.go.id,https://palembang.demo.siap-ppdb.com/#/,https://ppdbsmpn.tangerangselatankota.go.id/]","[ppdb.bandung.go.id/, daftar.ppdb.bandung.go.id/,ppdb.jakarta.go.id,palembang.demo.siap-ppdb.com/#/,ppdbsmpn.tangerangselatankota.go.id/]",,[boston],"[1, 2]","[all,public]","[family,academic,distance,ses]",-2.4833826,117.8902853,0
IDN,primary,East Asia & Pacific,Indonesia,1.0,"Indonesia's student admission methods, from Bandung's multiple tracks to Palembang's single-choice system, showcase the country's diverse local educational approaches. These variations reflect Indonesia's decentralized education system, which is tailored to meet the unique needs and priorities of each city.","[http://ppdb.bandung.go.id/,https:// ppdb.bekasikota.go.id,https://ppdb.jakarta.go.id,https://ppdb.pemkomedan.go.id/,https://palembang.demo.siap-ppdb.com/#,www.sangjuara.semarangkota.go.id,https://smp.ppdbsurabaya.net/,ppdbmandiri.tangerangkota.go.id,https://ppdbsmpn.tangerangselatankota.go.id/]","[ppdb.bandung.go.id/, ppdb.bekasikota.go.id,ppdb.jakarta.go.id,ppdb.pemkomedan.go.id/,palembang.demo.siap-ppdb.com/#,sangjuara.semarangkota.go.id,smp.ppdbsurabaya.net/,ppdbmandiri.tangerangkota.go.id,ppdbsmpn.tangerangselatankota.go.id/]",,[boston],"[1, 2, 4]","[all,public]","[family,academic,distance,sen,ses]",-2.4833826,117.8902853,0
IND,secondary,South Asia,India,1.0,"Multiple regions in India have the Right to Education program, which determines 25% of vacancies in private schools. This system gives priority to disadvantaged groups based on income, caste and other criteria. Many regions also have coordinated systems for public schools, where priority tends to be given to siblings and those living near the school.","[https://www.edudel.nic.in,https://www.uniapply.com/,https://hscap.kerala.gov.in/,https://intelliadmissions.org/home,eduportal.cg.nic.in]","[edudel.nic.in,uniapply.com/,hscap.kerala.gov.in/,intelliadmissions.org/home,eduportal.cg.nic.in]",2010.0,,,"[all,public,private,other]","[family,academic,distance,ses]",22.3511148,78.6677428,0
IND,primary,South Asia,India,1.0,"Multiple regions in India have the Right to Education program, which determines 25% of vacancies in private schools. This system gives priority to disadvantaged groups based on income, caste and other criteria. Many regions also have coordinated systems for public schools, where priority tends to be given to siblings and those living near the school.","[http://rte25.upsdc.gov.in/,https://rte.orpgujarat.com/,www.rte25admission.maharashtra.gov.in, www.schooleducation.kar.nic.in,https://rteportal.mp.gov.in,http://online.chdeducation.gov.in/,https://rte.tnschools.gov.in/home?returnUrl=%2Freg-parent,https://www.edudel.nic.in,https://harprathmik.gov.in/,https://www.uniapply.com/,https://scert.telangana.gov.in/,https://rajpsp.nic.in/PSP4/Auth/RTE_PP/Guidelines.aspx,https://intelliadmissions.org/home,eduportal.cg.nic.in,https://rte.jharkhand.gov.in/,cse.ap.gov.in]","[rte25.upsdc.gov.in/,rte.orpgujarat.com/,rte25admission.maharashtra.gov.in, schooleducation.kar.nic.in,rteportal.mp.gov.in,online.chdeducation.gov.in/,rte.tnschools.gov.in/home?returnUrl=%2Freg-parent,edudel.nic.in,harprathmik.gov.in/,uniapply.com/,scert.telangana.gov.in/,rajpsp.nic.in/PSP4/Auth/RTE_PP/Guidelines.aspx,intelliadmissions.org/home,eduportal.cg.nic.in,rte.jharkhand.gov.in/,cse.ap.gov.in]",2009.0,"[da,boston,sd]",,"[all,public,private,other]","[family,distance,sen,ses]",22.3511148,78.6677428,0
IRL,tertiary,Europe & central Asia,Ireland,1.0,"Ireland has a national system that has three rounds: A, Zero, and One. Round One is the main round. There are three types of undergraduate degrees: level 6, 7 and 8. Level 6 and 7 are applied through a unique list, while level 8 courses are applied through another list. Applicants can choose up to 10 programs on each list and can receive an offer from both lists.",[https://www.cao.ie/],[cao.ie/],1976.0,[da],[10],[all],"[academic,sen,ses]",52.865196,-7.9794599,0
IRL,secondary,Europe & central Asia,Ireland,1.0,"Ireland has a coordinated system for secondary schools at the Limerick Area. Each school sets its own criteria, such as catchment areas, religion, and sibling attendance. The first-choice school decides whether to accept the applicant and, if rejected, the application moves on to the next choices, resembling the Boston algorithm.",[https://lec.ie/cas.html],[lec.ie/cas.html],2005.0,[boston],[11],"[all,other]",,52.865196,-7.9794599,0
IRN,tertiary,Middle East & North Africa,Iran,1.0,"The system uses a scoring system based on the Konkour examination. This high-stakes, standardized test, in combination with GPA from their final 3 years of high school, determines their eligibility and rank for university admission. The allocation mechanism corresponds to the serial dictatorship mechanism. The system introduced criteria to encourage local enrollment.",,,1975.0,[sd],,[public],"[academic,distance]",32.6475314,54.5643516,0
IRN,secondary,Middle East & North Africa,Iran,0.0,This country lacks a coordinated system.,,,,,,,,32.6475314,54.5643516,0
IRQ,primary,Middle East & North Africa,Iraq,0.0,This country lacks a coordinated system.,,,,,,,,33.0955793,44.1749775,0
IRQ,tertiary,Middle East & North Africa,Iraq,1.0,"Iraq operates a coordinated system at the national level (excluding the Kurdistan region). Placement is based on Baccalaureate examination scores and vacancies. The number of program choices depends on the specialty, ranging from 10 to 50 choices. 10% of vacancies are for martyrs' families.",[https://www.dirasat-gate.org/download-center.html],[dirasat-gate.org/download-center.html],1988.0,,[50],[public],[academic],33.0955793,44.1749775,0
ISL,primary,Europe & central Asia,Iceland,,,,,,,,,,64.9841821,-18.1059013,0
ISL,tertiary,Europe & central Asia,Iceland,,,,,,,,,,64.9841821,-18.1059013,0
ISR,primary,Middle East & North Africa,Israel,1.0,"In Israel, coordinated admission operates in the Netanya region, which includes state, religious, Haredi and unofficial recognized schools. Enrollment for first grade is done annually through the municipal website, where they can indicate a maximum of 3 preferences. Priority is given based on proximity to the school, with special priorities for anchor schools and ""space super-schools"".",[https://www.netanya.muni.il/],[netanya.muni.il/],,[other],[3],[all],[distance],30.8124247,34.8594762,0
ISR,secondary,Middle East & North Africa,Israel,1.0,"In Israel, both Netanya and Tel-Aviv employ distinct approaches to secondary school registrations. In Netanya, the municipal administration manages the process, allowing students to select up to three school preferences. Meanwhile, Tel-Aviv introduced its School Choice Program in 1994, where sixth-grade students rank preferences among three district schools and two outside options.",[https://www.netanya.muni.il/],[netanya.muni.il/],1994.0,[boston],"[3, 5]","[all,public]",[distance],30.8124247,34.8594762,0
ITA,tertiary,Europe & central Asia,Italy,0.0,This country lacks a coordinated system.,,,,,,,,42.6384261,12.674297,0
ITA,secondary,Europe & central Asia,Italy,1.0,Italy has a coordinated system at the national level for primary and secondary public schools. Admission criteria are determined by each school; there are no national-level guidelines for admission criteria.,[https://www.istruzione.it/iscrizionionline/index.html],[istruzione.it/iscrizionionline/index.html],2012.0,[boston],[3],[public],,42.6384261,12.674297,0
JAM,secondary,LAC,Jamaica,0.0,This country lacks a coordinated system.,,,,,,,,18.1850507,-77.3947693,0
JAM,primary,LAC,Jamaica,0.0,This country lacks a coordinated system.,,,,,,,,18.1850507,-77.3947693,0
JOR,primary,Middle East & North Africa,Jordan,0.0,This country lacks a coordinated system.,,,,,,,,44.6663146,-93.6261918,0
JOR,secondary,Middle East & North Africa,Jordan,0.0,This country lacks a coordinated system.,,,,,,,,44.6663146,-93.6261918,0
JPN,tertiary,East Asia & Pacific,Japan,0.0,This country lacks a coordinated system.,,,,,,,,36.5748441,139.2394179,0
JPN,primary,East Asia & Pacific,Japan,1.0,"In Japan, there has been a shift from a traditional ""school district system"" to a ""school selection system"". Managed by the Municipal Education Boards, school assignment is now based on their preferences. The number of options varies by municipality, ranging from city-wide options to zone selections. In some towns such as Yame, lotteries decide school assignment.",,,2014.0,,,[public],,36.5748441,139.2394179,0
KAZ,primary,Europe & central Asia,Kazakhstan,0.0,This country lacks a coordinated system.,,,,,,,,48.1012954,66.7780818,0
KAZ,secondary,Europe & central Asia,Kazakhstan,0.0,This country lacks a coordinated system.,,,,,,,,48.1012954,66.7780818,0
KEN,primary,Sub-Saharan Africa,Kenya,0.0,This country lacks a coordinated system.,,,,,,,,1.4419683,38.4313975,0
KEN,tertiary,Sub-Saharan Africa,Kenya,1.0,"Kenya has a coordinated system at the national level. The number of preferences allowed is determined by academic performance. Previous years’ cut-off points are provided to guide applicants during the application process. In cases of ties for the last available seat, several actions may be taken, including raising the cut-off mark, expanding admission capacity, or considering other factors.",[https://www.kuccps.net/],[kuccps.net/],2012.0,[boston],[8],[other],"[academic,sen,gender]",1.4419683,38.4313975,0
KGZ,tertiary,Europe & central Asia,Kyrgyzstan,0.0,This country lacks a coordinated system.,,,,,,,,42.4858224,74.714583,0
KGZ,primary,Europe & central Asia,Kyrgyzstan,0.0,This country lacks a coordinated system.,,,,,,,,42.4858224,74.714583,0
KHM,primary,East Asia & Pacific,Cambodia,0.0,This country lacks a coordinated system.,,,,,,,,12.5433216,104.8144914,0
KHM,secondary,East Asia & Pacific,Cambodia,0.0,This country lacks a coordinated system.,,,,,,,,12.5433216,104.8144914,0
KOR,primary,East Asia & Pacific,South Korea,1.0,"In Korea, school admission is coordinated at the city level. Daegu follows an allocation based on 50% preference and 50% residence. In Jeju, if the 1st choice is full, applicants are assigned to the 2nd choice and can go up to the 10th preference.",[https://www.neis.go.kr/pas_mms_nv99_001.do],[neis.go.kr/pas_mms_nv99_001.do],,[boston],"[2, 10]",[all],,36.638392,127.6961188,0
KOR,secondary,East Asia & Pacific,South Korea,1.0,"The High School Equalization Policy (HSEP), which began in the mid-1990s, randomly assigns students to academic high schools in 28 cities. Seoul altered the HSEP in 2010, introducing a three-phase system that allows school choice based on a lottery. Outside Seoul, some areas allow preferences before random assignment, decided by local education districts.",,,1990s,[boston],"[2, 4]",[all],"[academic,distance,sen]",36.638392,127.6961188,0
KOS,secondary,Europe & central Asia,Kosovo,,,,,,,,,,42.5869578,20.9021231,0
KOS,tertiary,Europe & central Asia,Kosovo,,,,,,,,,,42.5869578,20.9021231,0
KOS,primary,Europe & central Asia,Kosovo,,,,,,,,,,42.5869578,20.9021231,0
KWT,primary,Middle East & North Africa,Kuwait,0.0,This country lacks a coordinated system.,,,,,,,,29.3796532,47.9734174,0
KWT,tertiary,Middle East & North Africa,Kuwait,0.0,This country lacks a coordinated system.,,,,,,,,29.3796532,47.9734174,0
LAO,tertiary,East Asia & Pacific,Laos,0.0,This country lacks a coordinated system.,,,,,,,,20.0171109,103.378253,0
LAO,secondary,East Asia & Pacific,Laos,0.0,This country lacks a coordinated system.,,,,,,,,20.0171109,103.378253,0
LBN,tertiary,Middle East & North Africa,Lebanon,0.0,This country lacks a coordinated system.,,,,,,,,40.375713,-76.4626118,0
LBN,primary,Middle East & North Africa,Lebanon,0.0,This country lacks a coordinated system.,,,,,,,,40.375713,-76.4626118,0
LBR,tertiary,Sub-Saharan Africa,Liberia,0.0,This country lacks a coordinated system.,,,,,,,,5.7499721,-9.3658524,0
LBR,secondary,Sub-Saharan Africa,Liberia,0.0,This country lacks a coordinated system.,,,,,,,,5.7499721,-9.3658524,0
LBY,primary,Middle East & North Africa,Libya,0.0,This country lacks a coordinated system.,,,,,,,,26.8234472,18.1236723,0
LBY,tertiary,Middle East & North Africa,Libya,0.0,This country lacks a coordinated system.,,,,,,,,26.8234472,18.1236723,0
LKA,primary,South Asia,Sri Lanka,1.0,"Sri Lanka has a coordinated system for public schools. Applicants must list a minimum of six schools near their place of residence, including at least three provincial schools, with a maximum of 16 schools allowed. Students are classified into different types of seats that include categories like children of residents living near the school, siblings of current students, among others.",[https://moe.gov.lk/],[moe.gov.lk/],,,[16],[public],"[family,distance]",7.5554942,80.7137847,0
LKA,secondary,South Asia,Sri Lanka,0.0,This country lacks a coordinated system.,,,,,,,,7.5554942,80.7137847,0
LSO,primary,Sub-Saharan Africa,Lesotho,0.0,This country lacks a coordinated system.,,,,,,,,-29.6039267,28.3350193,0
LSO,secondary,Sub-Saharan Africa,Lesotho,1.0,"The transition to the first year of secondary school is made through a coordinated system. Applicants must fill a form including three schools of their choice, and applications are forwarded to first-preference secondary schools. Priority is given to students residing near the applied school. Admissions also consider student's academic portfolio from Grade 1 to 7.",[https://www.facebook.com/photo/?fbid=512012254304044&set=pcb.512012964303973],[facebook.com/photo/?fbid=512012254304044&set=pcb.512012964303973],2017.0,[boston],[3],[public],"[academic,distance]",-29.6039267,28.3350193,0
LTU,secondary,Europe & central Asia,Lithuania,1.0,"Lithuania has various coordinated systems for primary and secondary schools. These systems vary depending on the region. The number of possible preferences to declare ranges from 2 to 4. While the systems vary, common admission priority points often include grades from previous courses or proximity to the school, and the vast majority of systems value having siblings in the institution.","[https://ugdaualytiski.alytus.lt,www.klaipeda.lt ,https://www.panevezys.lt/lt/veiklos-sritys/svietimas-237/svietimo-ir-mokslo-jh8h/mokiniu-priemimas-i-mokyklas.html,https://siauliai-mokyklos.vaikuregistracija.lt/prisijungti,https://svietimas.vilnius.lt/ ]","[ugdaualytiski.alytus.lt,klaipeda.lt ,panevezys.lt/lt/veiklos-sritys/svietimas-237/svietimo-ir-mokslo-jh8h/mokiniu-priemimas-i-mokyklas.html,siauliai-mokyklos.vaikuregistracija.lt/prisijungti,svietimas.vilnius.lt/ ]",2017.0,,"[2, 4, 3]","[all,public]","[family,academic,distance,sen]",55.3500003,23.7499997,0
LTU,primary,Europe & central Asia,Lithuania,1.0,"Lithuania has various coordinated systems for primary and secondary schools. These systems vary depending on the region. The number of possible preferences to declare ranges from 2 to 4. While the systems vary, common admission priority points often include grades from previous courses or proximity to the school, and the vast majority of systems value having siblings in the institution.","[https://ugdaualytiski.alytus.lt,www.klaipeda.lt ,https://www.panevezys.lt/lt/veiklos-sritys/svietimas-237/svietimo-ir-mokslo-jh8h/mokiniu-priemimas-i-mokyklas.html,https://siauliai-mokyklos.vaikuregistracija.lt/prisijungti,https://svietimas.vilnius.lt/ ]","[ugdaualytiski.alytus.lt,klaipeda.lt ,panevezys.lt/lt/veiklos-sritys/svietimas-237/svietimo-ir-mokslo-jh8h/mokiniu-priemimas-i-mokyklas.html,siauliai-mokyklos.vaikuregistracija.lt/prisijungti,svietimas.vilnius.lt/ ]",2017.0,,"[2, 4, 3]","[all,public]","[family,distance,sen]",55.3500003,23.7499997,0
LUX,tertiary,Europe & central Asia,Luxembourg,,,,,,,,,,49.6112768,6.129799,0
LUX,primary,Europe & central Asia,Luxembourg,,,,,,,,,,49.6112768,6.129799,0
LVA,tertiary,Europe & central Asia,Latvia,1.0,"Latvia has a coordinated system for 12 participating universities. Applicants can choose up to 10 programs and 20 priorities. Priorities consist of the program, form of study (full or part-time), and funding. The process includes two rounds; the first round resembles a Boston mechanism (applicants can only be assigned to their first preference), while the second round has a DA mechanism.",[https://latvija.lv/Epakalpojumi/EP42/Apraksts],[latvija.lv/Epakalpojumi/EP42/Apraksts],2010.0,[boston],[10],[other],[academic],56.8406494,24.7537645,0
LVA,primary,Europe & central Asia,Latvia,0.0,This country lacks a coordinated system.,,,,,,,,56.8406494,24.7537645,0
MAR,primary,Middle East & North Africa,Morocco,0.0,This country lacks a coordinated system.,,,,,,,,28.3347722,-10.371337908392649,0
MAR,tertiary,Middle East & North Africa,Morocco,0.0,This country lacks a coordinated system.,,,,,,,,28.3347722,-10.371337908392649,0
MDA,tertiary,Europe & central Asia,Moldova,0.0,This country lacks a coordinated system.,,,,,,,,47.2879608,28.5670941,0
MDA,primary,Europe & central Asia,Moldova,0.0,This country lacks a coordinated system.,,,,,,,,47.2879608,28.5670941,0
MDG,primary,Sub-Saharan Africa,Madagascar,0.0,This country lacks a coordinated system.,,,,,,,,-18.9249604,46.4416422,0
MDG,secondary,Sub-Saharan Africa,Madagascar,0.0,This country lacks a coordinated system.,,,,,,,,-18.9249604,46.4416422,0
MEX,secondary,LAC,Mexico,1.0,"The Comisión Metropolitana de Instituciones Públicas de Educación Media Superior de la Zona Metropolitana de la Ciudad de México has administered the high school placement competition since 1996. Assignments are based on test scores, order of preference and available places.",[https://www.comipems.org.mx/],[comipems.org.mx/],1996.0,[sd],[20],"[all,public]",[academic],19.4326296,-99.1331785,0
MEX,primary,LAC,Mexico,1.0,"In several Mexican states such as Jalisco, Guanajuato, Baja California, Mexico City, Nuevo Leon and the State of Mexico, there are coordinated admission systems. Parents select preferred schools online and priority criteria often include proximity to the school and sibling attendance.","[https://sie.chihuahua.gob.mx/publico/preinscripciones/,https://mi.sej.jalisco.gob.mx/?servicio=https://mimuro.jalisco.gob.mx,http://inscripciones.seg.guanajuato.gob.mx/Account/Login,http://www.educacionbc.edu.mx/,https://preinscripciones.aefcm.gob.mx,nl.gob.mx/preinscripciones,https://sistemas2.edomex.gob.mx/TramitesyServicios/Tramite?tram=1067&cont=0,http://sep.puebla.gob.mx/]","[sie.chihuahua.gob.mx/publico/preinscripciones/,mi.sej.jalisco.gob.mx/?servicio=mimuro.jalisco.gob.mx,inscripciones.seg.guanajuato.gob.mx/Account/Login,educacionbc.edu.mx/,preinscripciones.aefcm.gob.mx,nl.gob.mx/preinscripciones,sistemas2.edomex.gob.mx/TramitesyServicios/Tramite?tram=1067&cont=0,sep.puebla.gob.mx/]",2004.0,,"[3, 5, 4]","[all,public,other]","[family,distance,sen]",19.4326296,-99.1331785,0
MKD,secondary,Europe & central Asia,Macedonia,0.0,This country lacks a coordinated system.,,,,,,,,41.1927739,-95.4256198,0
MKD,tertiary,Europe & central Asia,Macedonia,0.0,This country lacks a coordinated system.,,,,,,,,41.1927739,-95.4256198,0
MLI,primary,Sub-Saharan Africa,Mali,0.0,This country lacks a coordinated system.,,,,,,,,16.3700359,-2.2900239,0
MLI,tertiary,Sub-Saharan Africa,Mali,1.0,"Mali has a coordinated system for some public and private institutions along the country. Applicants can submit their preferences for at least 2 and up to 3 programs, ranked in order. It's mandatory to include at least one non-selective course in the list of preferences. For selective training programs, such as university degrees, applicants are required to take specific tests.",[http://www.campusmali.ml],[campusmali.ml],,,[3],[other],[academic],16.3700359,-2.2900239,0
MMR,secondary,East Asia & Pacific,Myanmar,0.0,This country lacks a coordinated system.,,,,,,,,17.1750495,95.9999652,0
MMR,primary,East Asia & Pacific,Myanmar,0.0,This country lacks a coordinated system.,,,,,,,,17.1750495,95.9999652,0
MNE,tertiary,Europe & central Asia,Montenegro,,,,,,,,,,-29.6826112,-51.4687455,0
MNE,secondary,Europe & central Asia,Montenegro,,,,,,,,,,-29.6826112,-51.4687455,0
MNG,primary,East Asia & Pacific,Mongolia,0.0,This country lacks a coordinated system.,,,,,,,,43.9382593,-79.2235563,0
MNG,tertiary,East Asia & Pacific,Mongolia,0.0,This country lacks a coordinated system.,,,,,,,,43.9382593,-79.2235563,0
MOZ,tertiary,Sub-Saharan Africa,Mozambique,0.0,This country lacks a coordinated system.,,,,,,,,-19.302233,34.9144977,0
MOZ,primary,Sub-Saharan Africa,Mozambique,0.0,This country lacks a coordinated system.,,,,,,,,-19.302233,34.9144977,0
MRT,tertiary,Sub-Saharan Africa,Mauritania,0.0,This country lacks a coordinated system.,,,,,,,,20.2540382,-9.2399263,0
MRT,primary,Sub-Saharan Africa,Mauritania,0.0,This country lacks a coordinated system.,,,,,,,,20.2540382,-9.2399263,0
MWI,primary,Sub-Saharan Africa,Malawi,0.0,This country lacks a coordinated system.,,,,,,,,-13.2687204,33.9301963,0
MWI,tertiary,Sub-Saharan Africa,Malawi,0.0,This country lacks a coordinated system.,,,,,,,,-13.2687204,33.9301963,0
MYS,tertiary,East Asia & Pacific,Malaysia,1.0,"In Malaysia, tertiary education admissions to most public universities are managed through a coordinated online system. This system allows students to apply to up to 12 programs.",[https://online.mohe.gov.my/UPUOnlinev2/login],[online.mohe.gov.my/UPUOnlinev2/login],1971.0,,[12],[public],,4.5693754,102.2656823,0
MYS,primary,East Asia & Pacific,Malaysia,0.0,This country lacks a coordinated system.,,,,,,,,4.5693754,102.2656823,0
NAM,tertiary,Sub-Saharan Africa,Namibia,0.0,This country lacks a coordinated system.,,,,,,,,-23.2335499,17.3231107,0
NAM,secondary,Sub-Saharan Africa,Namibia,0.0,This country lacks a coordinated system.,,,,,,,,-23.2335499,17.3231107,0
NCL,secondary,East Asia & Pacific,New Caledonia,,,,,,,,,,-20.63784275,161.2117626122578,0
NCL,primary,East Asia & Pacific,New Caledonia,,,,,,,,,,-20.63784275,161.2117626122578,0
NER,primary,Sub-Saharan Africa,Niger,0.0,This country lacks a coordinated system.,,,,,,,,17.7356214,9.3238432,0
NER,tertiary,Sub-Saharan Africa,Niger,0.0,This country lacks a coordinated system.,,,,,,,,17.7356214,9.3238432,0
NGA,secondary,Sub-Saharan Africa,Nigeria,1.0,"Nigeria operates a coordinated system for secondary public schools. Candidates may apply to up to six schools, one from each geographic zone. Admission is based on the National Common Entrance Examination (60%), regional quotas (30%) and exigency (10%).",[https://ncee.neco.gov.ng/],[ncee.neco.gov.ng/],,,[6],[public],"[academic,distance]",9.6000359,7.9999721,0
NGA,tertiary,Sub-Saharan Africa,Nigeria,1.0,"Nigeria has a coordinated system for all institutions. When students register for the Unified Tertiary Matriculation Examination (UTME), they can mention up to 4 program choices. Admission ranking is based on UTME scores, institutional screening scores, senior school grades, and interviews. Public universities have quotas based on merit, catchment area and for less educationally developed states.",[https://www.jamb.gov.ng/],[jamb.gov.ng/],1978.0,,[4],[all],"[academic,distance,ses]",9.6000359,7.9999721,0
NIC,tertiary,LAC,Nicaragua,0.0,This country lacks a coordinated system.,,,,,,,,12.6090157,-85.2936911,0
NIC,secondary,LAC,Nicaragua,0.0,This country lacks a coordinated system.,,,,,,,,12.6090157,-85.2936911,0
NLD,tertiary,Europe & central Asia,Netherlands,0.0,This country lacks a coordinated system.,,,,,,,,52.2434979,5.6343227,0
NLD,secondary,Europe & central Asia,Netherlands,1.0,"In the Netherlands, school admissions are coordinated at the city level. In Amsterdam and Rotterdam, primary schools provide binding advice on where students should pursue their studies, restricting applications to schools that match this guidance. Three types of assignment algorithms are used: deferred acceptance, immediate acceptance, and serial dictatorship.","[https://www.koersvo.nl/ ,https://www.bovohaaglanden.nl/ ,https://www.naarhetvo.nl/   ]","[koersvo.nl/ ,bovohaaglanden.nl/ ,naarhetvo.nl/   ]",2004.0,"[da,boston,sd]",[4],[public],,52.2434979,5.6343227,0
NOR,primary,Europe & central Asia,Norway,0.0,This country lacks a coordinated system.,,,,,,,,64.5731537,11.52803643954819,0
NOR,secondary,Europe & central Asia,Norway,0.0,This country lacks a coordinated system.,,,,,,,,64.5731537,11.52803643954819,0
NPL,tertiary,South Asia,Nepal,1.0,"Nepal employs a coordinated system for medical programs of public institutions. Applicants must meet general eligibility criteria, with each university having its own admission criteria. Eligible applicants must take and pass the specific Medical Entrance Examination. A merit list is generated based on eligibility and academic performance.",,,,,,[public],[academic],28.3780464,83.9999901,0
NPL,primary,South Asia,Nepal,0.0,This country lacks a coordinated system.,,,,,,,,28.3780464,83.9999901,0
NZL,tertiary,East Asia & Pacific,New Zealand,0.0,This country lacks a coordinated system.,,,,,,,,-41.5000831,172.8344077,0
NZL,secondary,East Asia & Pacific,New Zealand,0.0,This country lacks a coordinated system.,,,,,,,,-41.5000831,172.8344077,0
OMN,secondary,Middle East & North Africa,Oman,0.0,This country lacks a coordinated system.,,,,,,,,21.0000287,57.0036901,0
OMN,primary,Middle East & North Africa,Oman,0.0,This country lacks a coordinated system.,,,,,,,,21.0000287,57.0036901,0
PAK,primary,South Asia,Pakistan,0.0,This country lacks a coordinated system.,,,,,,,,30.3308401,71.247499,0
PAK,secondary,South Asia,Pakistan,0.0,This country lacks a coordinated system.,,,,,,,,30.3308401,71.247499,0
PAN,tertiary,LAC,Panama,0.0,This country lacks a coordinated system.,,,,,,,,8.559559,-81.1308434,0
PAN,primary,LAC,Panama,0.0,This country lacks a coordinated system.,,,,,,,,8.559559,-81.1308434,0
PER,secondary,LAC,Peru,1.0,Peru has a coordinated system for primary and secondary schools in the city of Lima. It involves a two-round process and allows only one preference. Students not assigned in the first round can apply for a place in the second round.,[https://www.matricula2023.drelm.gob.pe/],[matricula2023.drelm.gob.pe/],,[boston],[1],"[all,public]",[sen],-6.8699697,-75.0458515,0
PER,tertiary,LAC,Peru,0.0,This country lacks a coordinated system.,,,,,,,,-6.8699697,-75.0458515,0
PHL,tertiary,East Asia & Pacific,Philippines,0.0,This country lacks a coordinated system.,,,,,,,,12.7503486,122.7312101,0
PHL,primary,East Asia & Pacific,Philippines,0.0,This country lacks a coordinated system.,,,,,,,,12.7503486,122.7312101,0
PNG,tertiary,East Asia & Pacific,Papua New Guinea,1.0,Papua New Guinea employs a coordinated system for tertiary education at the national level. The system moved from using an immediate acceptance mechanism to a deferred acceptance mechanism in 2018. Each program can set the selection criteria (GPA is set by default).,[https://apply.dherst.gov.pg/Apply/Account/Login],[apply.dherst.gov.pg/Apply/Account/Login],2014.0,[da],[Unlimited],,[academic],-5.6816069,144.2489081,0
PNG,secondary,East Asia & Pacific,Papua New Guinea,0.0,This country lacks a coordinated system.,,,,,,,,-5.6816069,144.2489081,0
POL,secondary,Europe & central Asia,Poland,1.0,"Poland has several coordinated systems for public secondary schools that vary from region to region. Among the mechanisms used, deferred acceptance is the most common. The maximum number of preferences varies from 3 to unlimited depending on the region.","[https://nabor-pomorze.edu.com.pl/kandydat/app/access_locked.html,https://krakow.e-omikron.pl/,nabor.pcss.pl,https://nabor.pcss.pl/szczecin/,https://warszawa.edu.com.pl,https://rekrutacje.edu.wroclaw.pl/elemento-parents/main.action]","[nabor-pomorze.edu.com.pl/kandydat/app/access_locked.html,krakow.e-omikron.pl/,nabor.pcss.pl,nabor.pcss.pl/szczecin/,warszawa.edu.com.pl,rekrutacje.edu.wroclaw.pl/elemento-parents/main.action]",,[da],"[Unlimited, 6, 8, 3, 5]","[public,other]",[academic],52.215933,19.134422,0
POL,primary,Europe & central Asia,Poland,1.0,"Poland has several coordinated public school systems that vary according to cities and regions. Candidates can apply to three schools, which is guaranteed by the country's regulations. However, in some local administrations it is possible to apply to more than three schools. The number of preferences to declare varies and often has no feasible limits.","[ https://edu.gdansk.pl/rekrutacja-26.html, https://krakow.elemento.pl, https://lodz.elemento.pl/elemento-parents//main_inactive.action,http://sip.poznan.pl/sip/adr/adr_raport/,https://nabor.pcss.pl/szczecin/,https://warszawa-podstawowe.pzo.edu.pl/elemento-parents/main.action,https://rekrutacje.edu.wroclaw.pl/elemento-parents/main.action]","[ edu.gdansk.pl/rekrutacja-26.html, krakow.elemento.pl, lodz.elemento.pl/elemento-parents//main_inactive.action,sip.poznan.pl/sip/adr/adr_raport/,nabor.pcss.pl/szczecin/,warszawa-podstawowe.pzo.edu.pl/elemento-parents/main.action,rekrutacje.edu.wroclaw.pl/elemento-parents/main.action]",2008.0,[other],"[Unlimited, 3]",[public],"[family,distance,sen,ses]",52.215933,19.134422,0
PRI,tertiary,LAC,Puerto Rico,0.0,This country lacks a coordinated system.,,,,,,,,18.2247706,-66.4858295,0
